ID,Song,Artist,Lyrics
SK065,Redrum,Skepta,"If I, ya know Pull up with a stick, it's a murder Anything I do Grease, I'm blessed Yeah If I pull up on the strip, it's murder (It's murder) Pull up in the whip, it's murder (It's murder) Pull up on your chick, it's murder (It's murder) Pull up with a stick, it's murder (Greaze) Don't give me that burner I'll slap you like what? Slap you like who? Slap you like what? Slap you like who? Slap you like Ike Turner Pull up on the strip, it's murder (It's murder) Pull up in the whip, it's murder (It's murder) Pull up on your chick, it's murder (It's murder) Pull up with a stick, it's murder (Greaze) Don't give me that burner I'll slap you like what? Slap you like who? Slap you like what? Slap you like who? Slap you like Ike Turner Touch down in the city, now she don't wanna go work, she's tryna call in sick (Sick) Everybody want the cash, when they see me on the stage, MC's want to call it quits (Go on then, go on) We ain't watchin' no Screwface, dem man are two-face, definitely ain't with the shits (Greaze) And my SK's fresher than toothpaste, lord of the mics and lord of the kicks (Ice) I did nine weeks on the Billboard, now they wanna show interest This year, man, I'm tryna cash more checks Can't have beef on an iPhone X Can't waste time 'cause my time's expensive Everybody wanna be my arch-nemesis Don't care what the time on your kettle is It's my time, when I said it, I meant it Back with another album, told my accountant I'm gonna clean up Business flight, so I got my feet up Ten out of ten, so she want to meet up Now the boyfriend tryna get me beat up Ask about me, they will tell you, ""He's sus"" 'Cause I don't beg friend I can see that jealousy can try, but you can't keep up And if I If I pull up on the strip, it's murder (It's murder) Pull up in the whip, it's murder (In the whip) Pull up on your chick, it's murder (It's murder) Pull up with a stick, it's murder (Greaze) Don't give me that burner I'll slap you like what? Slap you like who? Slap you like what? Slap you like who? Slap you like Ike Turner Pull up on the strip, it's murder (It's murder) Pull up in the whip, it's murder (It's murder) Pull up on your chick, it's murder (It's murder) Pull up with a stick, it's murder (Greaze) Don't give me that burner I'll slap you like what? Slap you like who? Slap you like what? Slap you like who? Slap you like Ike Turner 6 million ways to murder Every day check another one off It's not everyday guns and shanks More success piss everyone off We came along way from marbles to Pacman With a mouth full of dots Serving the fiends outside by the shops With the .38 by the side of my crotch The feds wanted my whole crew locked up Either that or a tag on their ankle Had to come back with a different angle Leaving the house was a gamble Mum scared that I wouldn't make it back 'Cause I was on the high road chasing cats Said they want the old Skepta (Ayy, yeah, uh) But they don't really wanna see me take it back Back, back, back, to the nicks, hey (Woah) Back selling bricks, ayy Porzingis shots, ayy (Woah, woah, woah, woah), ayy, uh Your bitch end up missing, ayy (Yeah) Then you started bitching, ayy (Woah) AK with extension, ayy (AK with a woah, woah, woah, woah) I wasn't even wishing, ayy Tell 'em that I died, ayy (Woah) But a nigga died, hey (Woah) Why your mama crying? Hey (Why your mama cryin'?) I laugh, hey Swoosh with the Glock, ayy (With a Glock) Carti in the spot (Carti in the spot) You was actin' like a groupie, you got robbed for your block ""KEY! what's a block?"" Hey That's you, you, and him, hey Sharks in the water but I know how to swim, hello? Back to the trap shit, back to the conflict (Open up that moshpit) .45 bust, better act like you don't know shit (Yeah) If I pull up on the strip, it's murder (It's murder) Pull up in the whip, it's murder (In the whip) Pull up on your chick, it's murder (It's murder) Pull up with a stick, it's murder (Greaze) Don't give me that burner I'll slap you like what? Slap you like who? Slap you like what? Slap you like who? Slap you like Ike Turner Pull up on the strip, it's murder (It's murder) Pull up in the whip, it's murder (It's murder) Pull up on your chick, it's murder (It's murder) Pull up with a stick, it's murder (Greaze) Don't give me that burner I'll slap you like what? Slap you like who? Slap you like what? Slap you like who? Slap you like Ike Turner"
SK066,No Sleep,Skepta,"No sleep 24/7 Greaze, yeah Yeah, wake up, wake up You keep missing out, should've stayed up He got blacklisted, should've paid up Pound coins in the piggy bank, gotta save up Slept on the floor, never gave up Now my ex-girl wanna kiss and make up Man hate on a slide, got bait up Word to Berman, know I had to go straight up Now they like wait up, hold on SK label, that's so gone They wanna know how everything sold out Which website do your shoes get sold on? Where the style at, this one can't go wrong Put the clothes on, put my gold on Thought that I was a victim, you were so wrong Get sprayed up if you tryna roll on Show's on, look at the girls in the line Man, I got MILFs in love with the words that I rhyme Even though I swear and I curse all the time Saw me on the front cover of the magazine and she said that it's perfectly fine Now she got the bees and birds on her mind 'Cause I can do uptown, I can do greazy Yeah, I stay blurrin' the lines I'm just mindin' my business, no, we ain't watchin' anyone else (No) Wanna hate on me, that's useless, truth is that you must hate yourself (Trust) 'Round here everyone wanna be a millionaire so they can buy grams of smoke It's so funny how quick they get rich then go broke, but it's not a laughing joke I'm just mindin' my business, no, we ain't watchin' anyone else (Greaze) Wanna hate on me, that's useless, truth is that you must hate yourself (Boy) 'Round here everyone wanna be a millionaire so they can buy grams of smoke It's so funny how quick they get rich then go broke, but it's not a laughing joke The new me learned from the old me Stay low-key, I still roll deep Got a man that you talk to Man wanna jump on the wave, don't let him get cosy Ask me to describe myself in one word, I'd rather use an emoji Wanna flex like, ""No, you don't know me"" Can't pay the rent but you just bought a stony You'll see, a wise man once told me You gotta live within your means You got a pocket full of cash But you gotta have a lot more than what's in your jeans No time to sleep, you better take a nap Wake up, put in the work, and live the dream It ain't overnight to get from the bottom to the top, there's a lot of shit in between Haters gonna intervene Try pull you out I realise there ain't nothin' to talk about You gotta kill 'em with success, show them what focus is all about Stop getting it twisted You had a chance to shine, too bad that you missed it That's what you get for gossipin' online Every day sippin' on tea, please get him a biscuit I'm just mindin' my business, no, we ain't watchin' anyone else (No) Wanna hate on me, that's useless, truth is that you must hate yourself (Trust) 'Round here everyone wanna be a millionaire so they can buy grams of smoke It's so funny how quick they get rich then go broke, but it's not a laughing joke I'm just mindin' my business, no, we ain't watchin' anyone else (Greaze) Wanna hate on me, that's useless, truth is that you must hate yourself (Boy) 'Round here everyone wanna be a millionaire so they can buy grams of smoke It's so funny how quick they get rich then go broke, but it's not a laughing joke Yo Skep, hey, hey wake up, bruv Hey, yo Skep, wake up, fam I'm awake, bruv You're not awake, fam, you're sleepin' I wasn't sleepin', bruv, I was just, I was just havin' a nap Haha! Bruv, why does no one ever wanna get caught sleepin'? Fam you was dribbling' up all sorts, you weren't in this room, cuz Allow me, man"
SK067,What Do You Mean?,Skepta,"Nozzle is still in my jeans When I fell asleep, I was still in my jeans Then I had a one gyal lickin' me clean She wan eat man like Idi Amin What do you mean? I come for the cream I made some mistakes that I gotta redeem You put me in position that I don't wanna be in We all make mistakes, I'm a human being North Korean, Kim Jong-un when I spray the machine You're on the other side if you ain't on my team Ya get blacklisted if ya hate on my team Fam, I say what I mean I keep my demons close Late night I speak to the Ghost Get high, fell asleep in my clothes Animal instinct, sex, money, murder I fear nobody, keep something on me 'Cause I'm better safe than sorry I'm a top boy like Sulli' with a six-figure hobby You're still on the road, better be gettin' that belly Kickin' off doors, better give it some welly I came in the game, ran it like an athlete Got a big money scheme, all my brothers had to eat Thought I was a scrub sittin' in the back seat I was countin' my money, making sure it's complete They can't compete, there ain't no competition I take what I want, you get what you were given They're callin' me a rapper, man I think I'm a magician I didn't wanna kill 'em but these niggas never listen Nozzle is still in my jeans When I fell asleep, I was still in my jeans Then I had a one gyal lickin' me clean She wan eat man like Idi Amin What do you mean? I come for the cream I made some mistakes that I gotta redeem You put me in position that I don't wanna be in We all make mistakes, I'm a human being North Korean, Kim Jong-un when I spray the machine You're on the other side if you ain't on my team As soon as I wake up, I be chasin' my dreams All we do is win and we ain't changin' the teams I still creep through the hood Pull up on my brother just to see if he's good See them with the gang, they be giving me looks See him on his ones, I can see that he's shook Mad 'cause I made it New whip lookin' like a spaceship You're lookin' like you're stuck inside The Matrix I could teach you how to hustle, how to save it When the money talks, I can translate it I'm the go-getter G'd up with my feet up, it's no pressure They make threats but they never put their hands on me They know better You will get pepper, hot like Coachella You're not clever, you're comin' unstuck I was up north, I was gettin' nuff love Back down south, tryna make a young buck And I'll be still goin' when the sun comes up (Greeze) Nozzle is still in my jeans When I fell asleep, I was still in my jeans Then I had a one gyal lickin' me clean She wan eat man like Idi Amin What do you mean? I come for the cream I made some mistakes that I gotta redeem You put me in position that I don't wanna be in We all make mistakes, I'm a human being North Korean, Kim Jong-un when I spray the machine You're on the other side if you ain't on my team"
SK068,Going Through It,Skepta,"(Going 'round and 'round Sex, money, murder Everyone, sex, money, murder And it happens again and again) Bro, just chill out, you got what you had to Fucking asking me how I am Yeah, cool, fam Man, I've been going through it Been keeping it too real Man, I've been going through it I don't wanna talk about it I don't wanna get into it Party going stupid soon as I step into it Ask about me, they tell you I'm one of the best to do it And I know they don't like me but they gotta respect the music Got suttin' in the glove compartment and I won't pet to use it She told me her favourite song, now we just sexing to it Got the bass bumping Turn it up loud, neighbours ain't saying nuttin' Everyday's my birthday, everyday manna cake cutting New chain, dripping in water, got the place flooded Bruce Wayne, top of the building, man I see them coming She's got the big back, look at the jeans busting Picked her up in a Wraith, just look at the babe blushing Said I'll be here at 7 o' clock, well now it's 8 suttin' Gotta get more organised, cah fam, I hate rushing Man, I keep getting caught up Showing love to everybody Man, I been going through it, tryna make 'em see the vision Try to explain myself, that was the worst decision Thought that I could change the world, turn me into a villain Gotta learn to practice silence, follow my intuition Stayed in the house, phone number off limits Stress on the brain, complain, but I know that it's all self-inflicted Man, I gotta take a break, I'm gonna need a minute Soon as I catch a vibe, somebody tryna kill it Boy, stop it Never seen you putting your hand in your pocket Time to pay the bill, I know you can't find the wallet Where were you in the trenches when the opps were tryna bomb it? Now you're coming around, and niggas tryna get the gossip I put in the work, get the backend, split the profit And if I'm honest, I know that I should be modest But I don't see no competition in the game and I'm pissing on it If it ain't about the family, then I'm ghost and that's a promise Niggas need to wake up Trust I blew out the candles, everybody scream my name Told me to make a wish, look at what I became Look how they look at m, never gonna be the same Said they wanna be like me, you don't know what you're sayin' Always been a daredevil, man, I was born from pain They say ignorance is bliss, but I think that's a shame Bird Box, you don't wanna see this boy get out the rain Stay inside, I'll be fine, man, I got myself to blame Man, I've been going through it Oh my days, what the fuck? He's not good for you, he's really not He's a fucking mad end He's not listening It's like talking to a brick wall I'm telling you, he's a fucking mad end"
SK069,Same Old Story,Skepta,"Bruv, I don't wanna listen to her And she don't wanna listen to me Last week we're talkin' together forever This week, more fish in the sea Shit's just killin' me, G I had the perfect picture It was all laid out for me But I feel like I'm in love with the pain, fam 'Cause it's the same old story Same old questions, what's your body count? Who were you linkin' before me? And I hope she don't ask me back 'Cause my life like an episode of Maury I've run out of excuses The truth is I'm so cold, I'm so frozen Too many times my heart has been broken And I can't even do the fake love, there ain't no pretendin' Thought that I found my partner-in-crime, my co-defendant But it's like watchin' a film and you already know the endin' See me, I think I think too much Try to keep it short and sweet but I say too much Now she wanna go back and forth, she wanna play two touch It's back to square one Both said things that shouldn't have been said Did things that shouldn't have been done Wish I could turn back time, man, I wish that I could get a rerun, 'cause... I had the perfect picture It was all laid out for me But I feel like I'm in love with the pain, fam 'Cause it's the same old story Same old questions, what's your body count? Who were you linkin' before me? And I hope she don't ask me back 'Cause my life like an episode of Maury I had the perfect picture It was all laid out for me But I feel like I'm in love with the pain, fam 'Cause it's the same old story Same old questions, what's your body count? Who were you linkin' before me? And I hope she don't ask me back 'Cause my life like an episode of Maury Said she loved me 'cause I wasn't like the rest I rock and roll, I don't like the stress Now the friendship's based on how quick I reply to text She's talkin' reckless, I gotta bite my tongue Don't wanna say anything I might regret Died a thousand deaths Man, I wore so much Ed Hardy, how could I forget? That love kills slowly Still, everybody tryna do holy matrimony More time, one of them needs a trophy And the other one's scared to be lonely Every day another one falls off They link the wrong ting and got way too cosy Valentine's Day, it's all sweet and rosy Spend every other day just tryna score points like Kobe Nobody wants to lose but the winner gets nothin' Spent summer time stuntin' Then winter time comes, everybody starts cuffin' You know love takes time But relationship goals got everyone rushin' You get a feelin' it's way too good to be true So now you just tryna find somethin' Tryna find a reason Friends askin' me how I'm doin' I said, ""Same shit, different season"" My ex got a new boyfriend, I'm just tryna get even We don't hate each other, no, we just came to the end of the road She went one direction, I went the other Guess I gotta find me a new lover I had the perfect picture It was all laid out for me But I feel like I'm in love with the pain, fam 'Cause it's the same old story Same old questions, what's your body count? Who were you linkin' before me? And I hope she don't ask me back 'Cause my life like an episode of Maury I had the perfect picture It was all laid out for me But I feel like I'm in love with the pain, fam 'Cause it's the same old story Same old questions, what's your body count? Who were you linkin' before me? And I hope she don't ask me back 'Cause my life like an episode of Maury"
SK070,Love Me Not,Skepta,"Time after time, only in the nighttime Had to remind you, we can't rewind time Finally found you, you turned a blind eye Showed me your dark side, say your goodbyes She told me she loved me, I was like how? Must be because I'm at the top right now She thinks I'm a fool, thinks I'm a cash cow Ain't getting married, ain't taking a vow Told me she loved me, I was like who? You said I was a joke, please tell me what's new You been around the world, still couldn't find a man like me Yeah, I need a girl, but it's not you She told me she loved me, I was like when? Treated me like a side man back then Said I was a boy, said I was your best friend Now you only text when you're bored on the weekend Told me she loved me, I was like please Too many girls wanna be my main squeeze How can I bless you when you didn't sneeze? I'm a hot boy, that's a hundred degrees Time after time, only in the nighttime Had to remind you, we can't rewind time Finally found you, you turned a blind eye Showed me your dark side, say your goodbyes 'Cause you, you've got to, got to love me 'Cause you, you've got to, got to love me I've got this brand new ting, she's mad in the head Loud in the bed, I get to grab at her leg She's a lady for real but a slag in the bed Not my fault, but she stays mad at her ex She knows that man's bad with the sex Back to the ends, bang bang, then I flex Spelling's fucked up when she's mad in her texts If I leave, then she starts yelling offense Uh, got another email from a female I think they want the retail for the details Wanna know if B Live's a free male Uh, and it's sexy, sexy Here's the number, phone me, text me First, you never text me back Now it's mad, now I link with Skeppy You get me? Anytime that we link up Ladies wanna get down, wanna the drink up Bad gyal, so she love a man with tattoos From my neck, to my feet, man, I am top Yeah, we step in the party See the sexy ladies start smile and wink up Tell my G with the loud pack, bill it up Grab a champagne glass and I fill it up Who's not feeling us? Tell 'em stay far away before the mandem hold you I don't wanna have to tell you that I told you Cah we're not on the talking ting Rudeboy, who let the ladies in? Sorry, not sorry, I gotta say these things Shuffle the pack, I can't stand with the wasteman No jokers, it's just kings and queens Time after time, only in the nighttime Had to remind you, we can't rewind time Finally found you, you turned a blind eye Showed me your dark side, say your goodbyes 'Cause you, you've got to, got to love me 'Cause you, you've got to, got to love me Murder on the dance floor But you better not kill the groove Hey hey, hey hey It's murder on the dance floor But you better not steal the moves DJ gonna burn this goddamn house right down Murder on the dance floor But you better not kill the groove Hey hey, hey hey It's murder on the dance floor But you better not steal the moves DJ gonna burn this goddamn house right down"
SK071,Animal Instinct,Skepta,"It's the animal instinct Look in my eyes, they see it I walk in the room, they feel it Told the mandem start movin' different We're some endangered species How many years I been puttin' in work? Man not tryna get freebies See me, they like, ""Wah'gwan, GG?"" Man, I speed off like beep, beep Had to get ghost, had to get Swayze Girls see me on the road, get crazy She asked me if I ever met Jamie That's my family, rule red paisley Active boys, never lazy Might link up 'cause we GRM Daily Could've been a Monday or a Sunday Treat that like a Friday, get wavy Still, I be on my P's and Q's Like KA, yeah, we got the juice You can't stop me, best ya take your eyes off me Go find something to do I got nothing to prove, they wanna see me lose But I'm in Paris with the goons I should take a selfie and go and hang it in the Louvre And that's why they wanna start beef 'Cause the gang came in lookin' like an art piece Made your wifey skip a heartbeat I love cake, man, I'm tryna get a large piece Two's company, three's a crowd So four must be an afterparty I told my nigga pass the car key Jump in the whip and I make it look sexy Such a poser Front page in my boxers for the culture Hang it on your wall, that's a poster Ex-girl still tryna get closure I don't even know where to start Can't believe that we've grown apart I ride around town with a broken heart Say, ""You get me?"" But you don't know the half 'Cause I never complain Whether good or bad, you gotta ride it out Yin yang, you must know what the signs about Hope you live that life that you rhyme about It's a race against time and it goes so fast Take 'em back to school, man, they got no class No tints on the window just so they can see the big smoke when I blow past You see the white man's face when they see us in the Wraith You see the fed ain't hit, live like I'm ready to die today I see it, it's mine, I take it GTA life, been gettin' wasted I want the smoke, put it in papers Smoke me an O, smoke me a racist You see us out, outrageous African Gino or erasers Shake up the world when I step on the pavement I step in your home, don't take off my trainers I'm not a black man, I'm not white, man I'm a sight, man, you see Skep, you see my gang Big elephant, nothin' like my man Lash got the pack, Dex might tie one Step in the club, them man leaving dust Scariest sight, run if you must I don't know I should pray to God But sex, money, murder, I trust Sex, money, murder, true Except this money ain't nothin' ain't new Open my eyes, I'm in the coupe Look to my right You see the white man's face when they see us in the Wraith You see the fed ain't hit, live like I'm ready to die today I see it, it's mine, I take it GTA life, been gettin' wasted I want the smoke, put it in papers Smoke me an O, smoke me a racist You see the white man's face when they see us in the Wraith You see the fed ain't hit, live like I'm ready to die today I see it, it's mine, I take it GTA life, been gettin' wasted I want the smoke, put it in papers Smoke me an O, smoke me a racist"
SK072,Glow In The Dark,Skepta,"One time, one time I knew what it was to be black way before I was on the GQ cover How many gonna question me about colour? What you know about Nelson Mandela? Man, I get anti as ever Yeah, I can do serious, I can do mean Tell the supremacists that I'm supreme Oh, everybody's woke now, guess I'm just lost in a dream But still, I'm predicting the future, I said this is how shit would go The streets at an all-time high, the government at an all-time low Politicians tryna get tickets to come to the shows I shake hands with a long arm, never get close Can't see me, I stay ghost, man, I move like cigarette smoke We've be growin' apart Been through the wars and I can show you the scars Still on the road, I'm still on the boulevard They should've told you that I glow in the dark We've be growin' apart Been through the wars and I can show you the scars Still on the road, I'm still on the boulevard They should've told you that I glow in the dark Oh yeah They would love to see me on a pushbike pedalin' scores 18 pound 40, I was acceptin' shorts Fast forward, see me on TV collectin' awards One night with the gang Now she can't understand why she used to hang around with them eediat man I Nintendo Switch it, fam, I got the game in my hands I'm a different species Summertime, got a new swag for the beaches Look in my wardrobe and it's all reference pieces You should see how the price goes up as the money increases I don't chill with them 'cause I can't deal with the disheartenin' speeches When I say I'm out, then I mean it, hm  We've be growin' apart Been through the wars and I can show you the scars Still on the road, I'm still on the boulevard They should've told you that I glow in the dark We've be growin' apart Been through the wars and I can show you the scars Still on the road, I'm still on the boulevard They should've told you that I glow in the dark Oh yeah I can be my own worst enemy But I gotta be my own best friend I need take the advice I been givin' to them Man, are on a low frequency, I can't see them again I'm on a high vibration, feeling blessed, grateful Them man are thirsty, need hydration Please don't compare me to them, that's a big violation Man, I got no direction and it's showin' See how the game can trick you without you even knowin' We're livin' in the dark but I keep on glowin' My mum gave me the seeds I'm sowin' My dad gave me the tools and the water to keep them growin' So when they tell us to go home, fam, I know where I'm goin' We've be growin' apart Been through the wars and I can show you the scars Still on the road, I'm still on the boulevard They should've told you that I glow in the dark We've be growin' apart Been through the wars and I can show you the scars Still on the road, I'm still on the boulevard They should've told you that I glow in the dark Oh yeah"
SK073,You Wish,Skepta,"Said you got beef with me, you wish Said you got beef with me, you wish If I ever said I had time for the arms Must've been talkin' 'bout a watch on the wrist Yeah, we got smoke, who want some of this? Man are upset 'cause they ain't on the list Life is a movie, I stick to the script Everybody hates when they see you get rich (Yeah) Man, I got my head screwed on tight It's not beef if it ain't on sight Chattin' my name, you know that's not right Mandem beggin' me give 'em the green light But I feel the hate, and I'm lovin' it Might just tour the States for the fun of it I get on the stage and I'm crushin' it Uptown girl says she can't get enough of it I don't know why this emcee tried to test me I had to teach him a lesson But it's like he weren't learning, fam I just murked him, and I never needed a weapon Said that you're a top boy, but I can't lie, fam, I can't see the progression Must've been talkin' about sex if I ever said that I was tryna come second Them man are making threats And it's funny, 'cause me and the mandem are placing bets On which one of my styles them guys will be takin' next I'm not a mutt, don't know what they told you Ain't got a clue what we had to go through No time for a hater Like yesterday's paper, fam, them man are old news Said you got beef with me, you wish Said you got beef with me, you wish If I ever said I had time for the arms Must've been talkin' 'bout a watch on the wrist Yeah, we got smoke, who want some of this? Man are upset 'cause they ain't on the list Life is a movie, I stick to the script Everybody hates when they see you get rich SK level, that's so not amateur I'm done talkin', talk to my manager Just beat another case, so I gotta shout out to my barrister Never used to smile for the camera A Dickie head, and a white t-shirt, that's my default character These emcees fallin' off, only the strong survive, you're gonna need more stamina I think I need more hours in a day than I need more days on the calendar I spit more than a 16, been on the grind since 15 My dad never came London to put tickets on windscreens If it ain't greatness, what does this shit mean? When I was a little boy, I had big dreams To be a star on the big screen Yeah, so at this age, how is it me still murkin'? I got a girl with a body like, ""Wow"" They try holla but she keeps on curvin' You see the bag and it's loaded, yes I'm an OG but fuck the olders I was in the field, see the scars on my back and shoulders Don't make me send for my soldiers Said you got beef with me, you wish Said you got beef with me, you wish If I ever said I had time for the arms Must've been talkin' 'bout a watch on the wrist Yeah, we got smoke, who want some of this? Man are upset 'cause they ain't on the list Life is a movie, I stick to the script Everybody hates when they see you get rich Said you got beef with me, you wish Said you got beef with me, you wish If I ever said I had time for the arms Must've been talkin' 'bout a watch on the wrist Yeah, we got smoke, who want some of this? Man are upset 'cause they ain't on the list Life is a movie, I stick to the script Everybody hates when they see you get rich"
SK074,Gangsta,Skepta,"Practice hours Go on then What you mean, what you mean? Yeah Yeah, we did young and stupid Now I do grown and sexy I don't know who you're tryna impress, G Man, can see that your man-bag's empty No need to pretend I don't wanna hear you talk greazy again Never shot food, never shot no skeng Talk about gangster, I was like, ""When?"" Brudda, you love lie Tryna been gangsta, you ain't never been on one ride Tough guy Tryna be gangsta, your cartel are not up to the time You man are washed up, say you got BP, say you got cats on the line You're just lyin' to yourself, fam, you better pattern up, better get back on the grind These guys tell lies Say that they bust guns, ain't got nines Say that they sold drugs, ain't got pies Do it for the 'Gram, man, I ain't got time Everybody knows that I'm five foot five But don't come around here when your likkle man talk, I'll punch man down to my size, yeah I make a man think twice, I make a man go look for advice You don't wanna come around here with your chest all high 'Cause the mandem'll switch off your lights Bare tings in your head like lice Eediat, now you can't sleep at night You see this road ting comes at a price Most came cool with a serious face That's 'cause I came from a serious place To be able to pull off this outfit With the trainers, you gotta have serious pace (Yeah) Got money on my brain, it's a serious chase Co-D on remand, that's a serious case (Mad) So when man wanna act like Tyson I'm like what, fam? Am I supposed to be frightened? (Dead) Say you bust gun, we don't believe you You don't pray TV, ain't you need to Say that he's a badboy, I was like me too Shoot from up 'cross the road when I see you (Sky) Fuck your war story, I've been there when the beef get gory (Facts) I'm from the UK just like Devlin, but I'm a yardman like Cory Tryna be gangster Tryna be gangster, your cartel are not up to the time Tryna be gangster Tryna be gangster, pattern up, better get back on the grind It's all an act and movie (Yeah) See through them, but they can't see through me (Nope) Man wanna act like gangsters, when I see man Manna move like groupies These man are happy inside But when I see man, they start moving brucky (Brucky) Friday night, when I smoke like brucky (Brucky) Don't get nicked by the feds on duty Might popcorn cah my team's unruly Bare badmana move shy like Snoochie Them man there better follow my orders Run a man down like soft and goonies (Hey, you guys) I send a man hot shots just like shoot it, shoot it Them man are sleeping, snoozing, snoozing Us man are winning, not losing Somebody tell these ediats with two hundred pound belts and shiny trainers (Please) Stop tryna imitate guys on road, you cannot buy G status (Trust) Give a shit what grams you cop (No), don't give a shit what crap you drop (What?) Waste of money and time, please stop (Trust) You cannot buy gangster from shop Bare logos, bare designers You lot are looking like F1 drivers (Trust) Even tryna chat like man Hate when I hear bitch misuse slang Man are tryna get out the hood but, you would never dare so you're tryna get in (What?) Backwards ting (What?), cool Make sure your hood's up when it starts raining (Serious) Yeah, we did young and stupid Now I do grown and sexy I don't know who you're tryna impress, G Man, can see that your man-bag's empty No need to pretend I don't wanna hear you talk greazy again Never shot food, never shot no skeng Talk about gangster, I was like, ""When?"" Brudda, you love lie Tryna been gangsta, you ain't never been on one ride Tough guy Tryna be gangsta, your cartel are not up to the time You man are washed up, say you got BP, say you got cats on the line You're just lyin' to yourself, fam, you better pattern up, better get back on the grind"
SK075,Pure Water,Skepta,"Gently down the stream Sk level Row, row, row, row your boat gently down the stream Niggas sleepin' on me must be sippin' on the lean Greaze She knows I be the boss of life Still Roll Deep She knows, she knows, she knows She knows I, wake up, brush my teeth, choose an outfit Big racks in my account, I get paid Everyday smoke the loudest I get packs in by the ounce I just blaze And I got tings from back in the day Still ringing me down I'm on stage But I want no stress Bruddah tryna control S coming around to get saved I don't wanna war let's make peace Good energies make the stacks increase Girls in the North, West, South and the East Big batty make the mandem say jheeze I'm not a gentleman I'm an African man That's what I said to the priest So you know I stay smoking trees And the buds in the zip pack looking obese I just came back from Mars in my new spaceship, it was a perfect landing (Perfect!) What d'you mean, what d'you mean, I'm a king she's a queen Man you know what's happening (ice) Nowadays they call me ginger bread man 'cah they just can't catch him All the ladies love man, I love them too, we got an understanding Pure water and lots of ice, she knows that I be the boss of life Pure water and lots of ice, she knows that I be the boss of life Pure water and lots of ice, she knows that I be the boss of life City on lock from the left to the right Bare girls, how am I meant to decide She weren't feelin' the old me, I bet she's feelin' my new shit I told her we gotta keep it true, told her we gotta move as a unit I had to chat to Cupid, said, ""little man you know I ain't stupid"" Told you that it's more than music, paps outside tryna get an exclusive Instead of looking for the top boy, must've been looking for me but who's asking I clocked the game I'm still barrin', please don't speak to me when I'm dancing Everyday they pray that I fall off, I'm popping up like ""what's gwaning?"" They say a girl is a gun, see a man walking with his wife and I disarm him The way I stepped in there in with the Sk Air, fam serious tekkers Brand new vest, same old leathers, she knows we are the real Goodfellas We can be cool, yeah we can ride out, please just don't get jealous Start texting me crazy I gotta take desperate measures I just came back from Mars in my new spaceship, it was a perfect landing What d'you mean, what d'you mean, I'm a king she's a queen Man you know what's happening (ice) Nowadays they call me ginger bread man 'cah they just can't catch him All the ladies love man, I love them too, we got an understanding Pure water and lots of ice, she knows that I be the boss of life Pure water and lots of ice, she knows that I be the boss of life Pure water and lots of ice, she knows that I be the boss of life City on lock from the left to the right Bare girls how am I meant to decide"
SK076,Back To Basics,Skepta,"It sounds like Nyge Bring out the dots, get back to basics, if I get stopped, it's back to basic Bad B lost out my waps and laces, ting set good, no, she can't be basic Feds ask questions, I get evasive, that's ""no comment"" up in the station Gang can't sleep on the violation, swear, I'ma spend all my savings (Switch off my iPhone, back to basics, no, we ain't watching faces Violate us, man are catching cases, I was on the high road, armed and dangerous Stepping in some Run Away trainers, no introduction needed Peng ting already know what my name is, and this year it's only money I'm chasing) Don't make me spend all my savings, do it for the cause Go play the field, gang fluent with the ball, life is tough when you ain't with the law Seven jails, no, you ain't been on tour You ain't ever been on license, feds still tryna put the broom through your door Yo, go there, do it with the Rambo, do it with a 4s Should just come back and do it in a wave or do it with a storm I just stepped with this 9 and shine and I ain't even do it with my toes I can bruck this grub into pebbles or do it on the low They think I do ooh-ooh Do it with the gang dem, do it on our own Didn't they know it's the usual, now me and Skep' in the studio Wrist all numb from the cuffs, so I just bust out my Cuban Lord knows life was confusing, now I'm just chart No trim, they don't care if my head back rough, same way all of them gyally on us Bring out the dots, get back to basics, if I get stopped, it's back to basic Bad B lost out my waps and laces, ting set good, no, she can't be basic Feds ask questions, I get evasive, that's ""no comment"" up in the station Gang can't sleep on the violation, swear, I'ma spend all my savings (Switch off my iPhone, back to basics, no, we ain't watching faces Violate us, man are catching cases, I was on the high road, armed and dangerous Stepping in some Run Away trainers, no introduction needed Peng ting already know what my name is, and this year, it's only money I'm chasing) True stories, I ain't gotta lie on my raps I was beside the feds with a 9 on my lap Gotta look straight forward, try to relax If I get pulled this time, it's a wrap And I still get flashbacks of the cold nights in the trap And man slept on the floor, no heater Tottenham boy, I put the T in Tanita On a first name basis with the shopkeeper And he already know what I came for, cling film and a Ribena Big smoke on the feature, come a long way from draws in a pouch Thirteen scores in my mouth from the same line, tryna get all of it out Fast forward, now I turned starboy, man I don't stand on corners Two left feet when your diamond's dancing, why your shine look so awkward? It's One on the chorus with a bit of Skepta, that's what they gyaldem ordered And you better lock up your wife and daughters 'cause all my guys are ballers Bring out the dots, get back to basics, if I get stopped, it's back to basic Bad B lost out my waps and laces, ting set good, no, she can't be basic Feds ask questions, I get evasive, that's ""no comment"" up in the station Gang can't sleep on the violation, swear, I'ma spend all my savings (Switch off my iPhone, back to basics, no, we ain't watching faces Violate us, man are catching cases, I was on the high road, armed and dangerous Stepping in some Run Away trainers, no introduction needed Peng ting already know what my name is, and this year, it's only money I'm chasing)"
